OBJECTID,PRNAME,PRUID,DGUID,CDUID,CDNAME,DAUID,Total_15_to_19_years,Men_15_to_19_years,Women_15_to_19_years,Shape_Area(m^2),Shape_Area(km^2),Total_15_Density,Men_15_Density,Women_15_Density,ORIG_FID,Long,Lat,Coordinate
568,Manitoba,46,2021S051246110610,4611,Division No. 11,46110610,10,5,5,124687.6109,0.124687611,80.2004299,40.10021495,40.10021495,568,-97.10528304,49.85062658,-097.10528304 49.85062658
569,Manitoba,46,2021S051246110611,4611,Division No. 11,46110611,25,15,10,156224.3898,0.15622439,160.0262291,96.01573746,64.01049164,569,-97.1054304,49.85416211,-097.10543040 49.85416211
570,Manitoba,46,2021S051246110612,4611,Division No. 11,46110612,30,15,15,178990.6482,0.178990648,167.6065219,83.80326094,83.80326094,570,-97.1095561,49.85240597,-097.10955610 49.85240597
571,Manitoba,46,2021S051246110613,4611,Division No. 11,46110613,25,15,15,175085.3355,0.175085335,142.7875152,85.67250911,85.67250911,571,-97.10905278,49.8571982,-097.10905278 49.85719820
572,Manitoba,46,2021S051246110614,4611,Division No. 11,46110614,25,15,10,132146.0394,0.132146039,189.1846332,113.5107799,75.67385328,572,-97.1151486,49.85563002,-097.11514860 49.85563002
573,Manitoba,46,2021S051246110615,4611,Division No. 11,46110615,50,25,25,338336.3614,0.338336361,147.7819286,73.89096431,73.89096431,573,-97.11683452,49.85847458,-097.11683452 49.85847458
574,Manitoba,46,2021S051246110616,4611,Division No. 11,46110616,20,10,10,111430.6376,0.111430638,179.4838513,89.74192567,89.74192567,574,-97.110085,49.86079646,-097.11008500 49.86079646
575,Manitoba,46,2021S051246110617,4611,Division No. 11,46110617,25,20,5,378758.7593,0.378758759,66.00507417,52.80405934,13.20101483,575,-97.11886786,49.85311421,-097.11886786 49.85311421
576,Manitoba,46,2021S051246110618,4611,Division No. 11,46110618,15,10,5,177671.3589,0.177671359,84.42553763,56.28369175,28.14184588,576,-97.13262436,49.88433021,-097.13262436 49.88433021
577,Manitoba,46,2021S051246110630,4611,Division No. 11,46110630,10,5,5,16333.79566,0.016333796,612.2275683,306.1137842,306.1137842,577,-97.14340396,49.88950254,-097.14340396 49.88950254
578,Manitoba,46,2021S051246110631,4611,Division No. 11,46110631,35,15,20,394783.0449,0.394783045,88.6562897,37.99555273,50.66073697,578,-97.14428764,49.8911192,-097.14428764 49.89111920
579,Manitoba,46,2021S051246110632,4611,Division No. 11,46110632,30,10,15,138030.7158,0.138030716,217.3429285,72.44764284,108.6714643,579,-97.1468225,49.89398009,-097.14682250 49.89398009
580,Manitoba,46,2021S051246110633,4611,Division No. 11,46110633,0,0,0,31640.5733,0.031640573,0,0,0,580,-97.15064141,49.89263293,-097.15064141 49.89263293
581,Manitoba,46,2021S051246110634,4611,Division No. 11,46110634,75,30,45,198483.0952,0.198483095,377.8659332,151.1463733,226.7195599,581,-97.15548485,49.89116048,-097.15548485 49.89116048
582,Manitoba,46,2021S051246110635,4611,Division No. 11,46110635,20,5,10,47782.23638,0.047782236,418.5655908,104.6413977,209.2827954,582,-97.15167624,49.88976644,-097.15167624 49.88976644
583,Manitoba,46,2021S051246110636,4611,Division No. 11,46110636,35,25,10,68476.36618,0.068476366,511.1252531,365.0894665,146.0357866,583,-97.15517419,49.88755622,-097.15517419 49.88755622
584,Manitoba,46,2021S051246110637,4611,Division No. 11,46110637,40,25,15,60591.13356,0.060591134,660.1625956,412.6016223,247.5609734,584,-97.1530451,49.88739208,-097.15304510 49.88739208
585,Manitoba,46,2021S051246110638,4611,Division No. 11,46110638,15,5,10,58600.12919,0.058600129,255.9721319,85.32404397,170.6480879,585,-97.15090511,49.88719377,-097.15090511 49.88719377
586,Manitoba,46,2021S051246110639,4611,Division No. 11,46110639,50,15,35,224809.0623,0.224809062,222.4109628,66.72328885,155.687674,586,-97.15247834,49.88281095,-097.15247834 49.88281095
587,Manitoba,46,2021S051246110640,4611,Division No. 11,46110640,15,5,10,55504.04892,0.055504049,270.2505545,90.08351817,180.1670363,587,-97.15533874,49.88363646,-097.15533874 49.88363646
588,Manitoba,46,2021S051246110641,4611,Division No. 11,46110641,25,10,20,55142.93482,0.055142935,453.367237,181.3468948,362.6937896,588,-97.1570633,49.88393811,-097.15706330 49.88393811
589,Manitoba,46,2021S051246110642,4611,Division No. 11,46110642,15,10,10,74152.88019,0.07415288,202.2847927,134.8565285,134.8565285,589,-97.15855683,49.88525404,-097.15855683 49.88525404
590,Manitoba,46,2021S051246110643,4611,Division No. 11,46110643,10,5,5,37437.49594,0.037437496,267.1118821,133.555941,133.555941,590,-97.15701531,49.88737576,-097.15701531 49.88737576
591,Manitoba,46,2021S051246110644,4611,Division No. 11,46110644,30,15,15,152180.094,0.152180094,197.13485,98.567425,98.567425,591,-97.1616667,49.88576071,-097.16166670 49.88576071
592,Manitoba,46,2021S051246110645,4611,Division No. 11,46110645,10,5,5,72806.16725,0.072806167,137.3510017,68.67550084,68.67550084,592,-97.16224165,49.88428731,-097.16224165 49.88428731
593,Manitoba,46,2021S051246110646,4611,Division No. 11,46110646,20,15,10,59221.12248,0.059221122,337.7173407,253.2880056,168.8586704,593,-97.16493369,49.88366959,-097.16493369 49.88366959
594,Manitoba,46,2021S051246110647,4611,Division No. 11,46110647,30,10,15,63729.2035,0.063729203,470.7418005,156.9139335,235.3709003,594,-97.16786751,49.88279987,-097.16786751 49.88279987
595,Manitoba,46,2021S051246110648,4611,Division No. 11,46110648,45,30,15,126030.055,0.126030055,357.0576875,238.0384583,119.0192292,595,-97.16947639,49.88424526,-097.16947639 49.88424526
596,Manitoba,46,2021S051246110649,4611,Division No. 11,46110649,25,15,10,81065.94487,0.081065945,308.3909037,185.0345422,123.3563615,596,-97.16843711,49.88052249,-097.16843711 49.88052249
597,Manitoba,46,2021S051246110650,4611,Division No. 11,46110650,40,25,15,94365.98748,0.094365987,423.881539,264.9259619,158.9555771,597,-97.17275843,49.87882546,-097.17275843 49.87882546
598,Manitoba,46,2021S051246110651,4611,Division No. 11,46110651,15,5,5,58805.18,0.05880518,255.0795695,85.02652318,85.02652318,598,-97.17349858,49.88060218,-097.17349858 49.88060218
599,Manitoba,46,2021S051246110652,4611,Division No. 11,46110652,10,0,10,84956.61175,0.084956612,117.7071424,0,117.7071424,599,-97.17668022,49.88011408,-097.17668022 49.88011408
600,Manitoba,46,2021S051246110653,4611,Division No. 11,46110653,30,20,15,75376.94873,0.075376949,397.9996605,265.333107,198.9998302,600,-97.17341442,49.88314694,-097.17341442 49.88314694
601,Manitoba,46,2021S051246110654,4611,Division No. 11,46110654,10,5,5,127582.5776,0.127582578,78.380608,39.190304,39.190304,601,-97.17020202,49.87771175,-097.17020202 49.87771175
602,Manitoba,46,2021S051246110655,4611,Division No. 11,46110655,30,20,10,119666.6074,0.119666607,250.696503,167.131002,83.56550101,602,-97.16374479,49.8798655,-097.16374479 49.87986550
603,Manitoba,46,2021S051246110656,4611,Division No. 11,46110656,20,15,10,76469.78439,0.076469784,261.5412108,196.1559081,130.7706054,603,-97.16198212,49.88141801,-097.16198212 49.88141801
604,Manitoba,46,2021S051246110657,4611,Division No. 11,46110657,20,10,10,307938.0385,0.307938038,64.9481308,32.4740654,32.4740654,604,-97.15677446,49.87702095,-097.15677446 49.87702095
605,Manitoba,46,2021S051246110658,4611,Division No. 11,46110658,15,5,10,30799.71027,0.03079971,487.0175683,162.3391894,324.6783789,605,-97.15752781,49.88038571,-097.15752781 49.88038571
606,Manitoba,46,2021S051246110659,4611,Division No. 11,46110659,25,10,10,290890.2324,0.290890232,85.94307135,34.37722854,34.37722854,606,-97.16118856,49.87456646,-097.16118856 49.87456646
607,Manitoba,46,2021S051246110660,4611,Division No. 11,46110660,35,20,15,182394.1187,0.182394119,191.8921522,109.6526584,82.23949382,607,-97.1648912,49.87150292,-097.16489120 49.87150292
608,Manitoba,46,2021S051246110661,4611,Division No. 11,46110661,15,5,5,71248.9901,0.07124899,210.5292998,70.17643328,70.17643328,608,-97.15877225,49.87077381,-097.15877225 49.87077381
609,Manitoba,46,2021S051246110662,4611,Division No. 11,46110662,40,25,10,384998.8736,0.384998874,103.8964079,64.93525491,25.97410197,609,-97.16950704,49.87487346,-097.16950704 49.87487346
610,Manitoba,46,2021S051246110663,4611,Division No. 11,46110663,30,15,15,156990.4063,0.156990406,191.0944797,95.54723983,95.54723983,610,-97.17465842,49.87184621,-097.17465842 49.87184621
611,Manitoba,46,2021S051246110664,4611,Division No. 11,46110664,35,20,20,115039.1441,0.115039144,304.2442665,173.8538666,173.8538666,611,-97.17904983,49.87189804,-097.17904983 49.87189804
612,Manitoba,46,2021S051246110665,4611,Division No. 11,46110665,45,20,25,435733.9087,0.435733909,103.2740374,45.89957219,57.37446524,612,-97.18306377,49.87664412,-097.18306377 49.87664412
613,Manitoba,46,2021S051246110666,4611,Division No. 11,46110666,15,5,5,96408.1435,0.096408144,155.5885162,51.86283874,51.86283874,613,-97.14400426,49.8958098,-097.14400426 49.89580980
614,Manitoba,46,2021S051246110667,4611,Division No. 11,46110667,35,15,25,284151.2621,0.284151262,123.1738326,52.78878541,87.98130902,614,-97.14337667,49.89833671,-097.14337667 49.89833671
615,Manitoba,46,2021S051246110668,4611,Division No. 11,46110668,20,5,10,72507.05726,0.072507057,275.8352187,68.95880469,137.9176094,615,-97.13890795,49.90065357,-097.13890795 49.90065357
616,Manitoba,46,2021S051246110669,4611,Division No. 11,46110669,45,20,25,1128440.246,1.128440246,39.87805305,17.72357913,22.15447392,616,-97.12787666,49.90050954,-097.12787666 49.90050954
617,Manitoba,46,2021S051246110670,4611,Division No. 11,46110670,35,20,15,316658.9896,0.31665899,110.5289954,63.15942593,47.36956944,617,-97.12736162,49.90634604,-097.12736162 49.90634604
618,Manitoba,46,2021S051246110671,4611,Division No. 11,46110671,55,30,25,104377.845,0.104377845,526.9317451,287.4173155,239.5144296,618,-97.12684083,49.90815057,-097.12684083 49.90815057
619,Manitoba,46,2021S051246110672,4611,Division No. 11,46110672,30,15,20,180788.8097,0.18078881,165.9394741,82.96973703,110.626316,619,-97.12941362,49.91060287,-097.12941362 49.91060287
620,Manitoba,46,2021S051246110674,4611,Division No. 11,46110674,25,15,10,303348.1643,0.303348164,82.41355295,49.44813177,32.96542118,620,-97.12242793,49.91379914,-097.12242793 49.91379914
621,Manitoba,46,2021S051246110676,4611,Division No. 11,46110676,25,15,10,146870.2947,0.146870295,170.2182191,102.1309314,68.08728763,621,-97.12097461,49.91760472,-097.12097461 49.91760472
622,Manitoba,46,2021S051246110677,4611,Division No. 11,46110677,20,15,5,105069.3272,0.105069327,190.3505098,142.7628823,47.58762745,622,-97.11647246,49.91674823,-097.11647246 49.91674823
623,Manitoba,46,2021S051246110678,4611,Division No. 11,46110678,30,15,15,103512.6733,0.103512673,289.8195849,144.9097924,144.9097924,623,-97.11772404,49.91454064,-097.11772404 49.91454064
624,Manitoba,46,2021S051246110679,4611,Division No. 11,46110679,30,10,15,155280.8793,0.155280879,193.1982877,64.39942924,96.59914385,624,-97.11286274,49.91424878,-097.11286274 49.91424878
625,Manitoba,46,2021S051246110680,4611,Division No. 11,46110680,25,15,10,208617.2687,0.208617269,119.8366758,71.9020055,47.93467034,625,-97.11915337,49.9105028,-097.11915337 49.91050280
626,Manitoba,46,2021S051246110681,4611,Division No. 11,46110681,35,10,20,143826.4489,0.143826449,243.3488434,69.52824097,139.0564819,626,-97.11062353,49.91044525,-097.11062353 49.91044525
627,Manitoba,46,2021S051246110682,4611,Division No. 11,46110682,30,15,15,162443.171,0.162443171,184.6799703,92.33998515,92.33998515,627,-97.11519179,49.90785503,-097.11519179 49.90785503
628,Manitoba,46,2021S051246110683,4611,Division No. 11,46110683,20,10,10,101363.3222,0.101363322,197.3100286,98.65501428,98.65501428,628,-97.1071102,49.90861159,-097.10711020 49.90861159
629,Manitoba,46,2021S051246110684,4611,Division No. 11,46110684,20,15,10,163926.212,0.163926212,122.0061133,91.50458498,61.00305665,629,-97.10918421,49.90521726,-097.10918421 49.90521726
630,Manitoba,46,2021S051246110685,4611,Division No. 11,46110685,10,5,10,323994.4179,0.323994418,30.86472929,15.43236465,30.86472929,630,-97.11664874,49.9050971,-097.11664874 49.90509710
631,Manitoba,46,2021S051246110686,4611,Division No. 11,46110686,15,10,5,76544.10719,0.076544107,195.9654446,130.6436298,65.32181488,631,-97.10633926,49.90648295,-097.10633926 49.90648295
632,Manitoba,46,2021S051246110687,4611,Division No. 11,46110687,40,30,15,197339.1253,0.197339125,202.6967533,152.022565,76.0112825,632,-97.10047773,49.90464893,-097.10047773 49.90464893
633,Manitoba,46,2021S051246110688,4611,Division No. 11,46110688,40,20,20,295819.8696,0.29581987,135.2174215,67.60871076,67.60871076,633,-97.10006347,49.90871238,-097.10006347 49.90871238
634,Manitoba,46,2021S051246110689,4611,Division No. 11,46110689,35,20,15,215800.3226,0.215800323,162.1869679,92.67826737,69.50870053,634,-97.09263448,49.90649095,-097.09263448 49.90649095
635,Manitoba,46,2021S051246110690,4611,Division No. 11,46110690,30,20,10,130546.5734,0.130546573,229.8030443,153.2020296,76.60101478,635,-97.09317888,49.90918668,-097.09317888 49.90918668
636,Manitoba,46,2021S051246110691,4611,Division No. 11,46110691,50,25,25,163467.7214,0.163467721,305.8707834,152.9353917,152.9353917,636,-97.08654492,49.90779271,-097.08654492 49.90779271
637,Manitoba,46,2021S051246110692,4611,Division No. 11,46110692,40,20,15,179385.0607,0.179385061,222.9840091,111.4920045,83.6190034,637,-97.08522645,49.91097257,-097.08522645 49.91097257
638,Manitoba,46,2021S051246110693,4611,Division No. 11,46110693,35,20,15,184486.7983,0.184486798,189.7154719,108.4088411,81.30663082,638,-97.08052535,49.90989115,-097.08052535 49.90989115
639,Manitoba,46,2021S051246110694,4611,Division No. 11,46110694,20,15,5,104096.2344,0.104096234,192.1299087,144.0974315,48.03247716,639,-97.08196699,49.91408424,-097.08196699 49.91408424
640,Manitoba,46,2021S051246110695,4611,Division No. 11,46110695,25,15,10,230648.5642,0.230648564,108.3900092,65.03400553,43.35600368,640,-97.07540374,49.91394589,-097.07540374 49.91394589
641,Manitoba,46,2021S051246110696,4611,Division No. 11,46110696,25,20,15,142411.4864,0.142411486,175.5476376,140.4381101,105.3285826,641,-97.07953753,49.91717903,-097.07953753 49.91717903
642,Manitoba,46,2021S051246110697,4611,Division No. 11,46110697,40,25,15,184884.3857,0.184884386,216.3514233,135.2196396,81.13178375,642,-97.08476256,49.91651374,-097.08476256 49.91651374
643,Manitoba,46,2021S051246110698,4611,Division No. 11,46110698,20,5,10,105824.1039,0.105824104,188.9928595,47.24821489,94.49642977,643,-97.0793859,49.92021152,-097.07938590 49.92021152
644,Manitoba,46,2021S051246110699,4611,Division No. 11,46110699,35,20,15,412191.857,0.412191857,84.91191519,48.52109439,36.3908208,644,-97.08819774,49.91967138,-097.08819774 49.91967138
645,Manitoba,46,2021S051246110700,4611,Division No. 11,46110700,15,10,10,144355.0414,0.144355041,103.9104686,69.27364574,69.27364574,645,-97.08889685,49.92264729,-097.08889685 49.92264729
646,Manitoba,46,2021S051246110701,4611,Division No. 11,46110701,30,15,10,150907.3231,0.150907323,198.7975095,99.39875477,66.26583651,646,-97.08636293,49.92587082,-097.08636293 49.92587082
647,Manitoba,46,2021S051246110702,4611,Division No. 11,46110702,35,25,10,180735.5251,0.180735525,193.6531292,138.3236637,55.3294655,647,-97.09068935,49.92773593,-097.09068935 49.92773593
648,Manitoba,46,2021S051246110703,4611,Division No. 11,46110703,40,15,20,263375.3166,0.263375317,151.8745208,56.9529453,75.9372604,648,-97.09533931,49.92481898,-097.09533931 49.92481898
649,Manitoba,46,2021S051246110704,4611,Division No. 11,46110704,35,20,10,174987.3777,0.174987378,200.0144265,114.293958,57.14697899,649,-97.09722035,49.92889817,-097.09722035 49.92889817
650,Manitoba,46,2021S051246110705,4611,Division No. 11,46110705,15,5,10,137911.2092,0.137911209,108.7656332,36.25521108,72.51042216,650,-97.10168642,49.92689315,-097.10168642 49.92689315
651,Manitoba,46,2021S051246110706,4611,Division No. 11,46110706,10,10,10,179822.0896,0.17982209,55.6105205,55.6105205,55.6105205,651,-97.10534849,49.92962935,-097.10534849 49.92962935
652,Manitoba,46,2021S051246110707,4611,Division No. 11,46110707,45,25,15,554588.5625,0.554588562,81.14123342,45.07846301,27.04707781,652,-97.10611675,49.93311775,-097.10611675 49.93311775
653,Manitoba,46,2021S051246110708,4611,Division No. 11,46110708,35,15,20,209099.3599,0.20909936,167.3845392,71.73623109,95.64830812,653,-97.10547877,49.93468284,-097.10547877 49.93468284
654,Manitoba,46,2021S051246110709,4611,Division No. 11,46110709,30,15,15,155086.2572,0.155086257,193.4407377,96.72036884,96.72036884,654,-97.10200896,49.9328193,-097.10200896 49.93281930
655,Manitoba,46,2021S051246110710,4611,Division No. 11,46110710,20,10,10,153521.6761,0.153521676,130.2747632,65.1373816,65.1373816,655,-97.09763701,49.93585582,-097.09763701 49.93585582
656,Manitoba,46,2021S051246110711,4611,Division No. 11,46110711,35,15,20,156318.4522,0.156318452,223.9019099,95.95796139,127.9439485,656,-97.09530018,49.93388662,-097.09530018 49.93388662
657,Manitoba,46,2021S051246110712,4611,Division No. 11,46110712,25,15,15,183598.0096,0.18359801,136.1670535,81.70023211,81.70023211,657,-97.094343,49.93139884,-097.09434300 49.93139884
658,Manitoba,46,2021S051246110713,4611,Division No. 11,46110713,30,20,15,121547.8854,0.121547885,246.8163054,164.5442036,123.4081527,658,-97.09051574,49.93501345,-097.09051574 49.93501345
659,Manitoba,46,2021S051246110714,4611,Division No. 11,46110714,30,15,15,147852.5336,0.147852534,202.904876,101.452438,101.452438,659,-97.08829337,49.93817021,-097.08829337 49.93817021
660,Manitoba,46,2021S051246110715,4611,Division No. 11,46110715,35,15,15,145479.5404,0.14547954,240.5836581,103.107282,103.107282,660,-97.09352682,49.9390844,-097.09352682 49.93908440
661,Manitoba,46,2021S051246110716,4611,Division No. 11,46110716,30,20,10,387930.8317,0.387930832,77.33337376,51.55558251,25.77779125,661,-97.09339468,49.9432357,-097.09339468 49.94323570
662,Manitoba,46,2021S051246110717,4611,Division No. 11,46110717,35,15,15,95647.36013,0.09564736,365.9275065,156.8260742,156.8260742,662,-97.086794,49.94058181,-097.08679400 49.94058181
663,Manitoba,46,2021S051246110718,4611,Division No. 11,46110718,30,25,10,151330.0576,0.151330058,198.2421766,165.2018138,66.08072554,663,-97.08313056,49.94141977,-097.08313056 49.94141977
664,Manitoba,46,2021S051246110719,4611,Division No. 11,46110719,15,10,10,43418.97607,0.043418976,345.4710672,230.3140448,230.3140448,664,-97.08142839,49.93929692,-097.08142839 49.93929692
665,Manitoba,46,2021S051246110720,4611,Division No. 11,46110720,40,20,20,183102.0088,0.183102009,218.4574613,109.2287307,109.2287307,665,-97.0833979,49.93684582,-097.08339790 49.93684582
666,Manitoba,46,2021S051246110721,4611,Division No. 11,46110721,25,10,10,143544.8452,0.143544845,174.1616007,69.66464027,69.66464027,666,-97.07907206,49.93471023,-097.07907206 49.93471023
667,Manitoba,46,2021S051246110722,4611,Division No. 11,46110722,30,10,15,810100.4833,0.810100483,37.03244303,12.34414768,18.51622152,667,-97.08218701,49.93029777,-097.08218701 49.93029777
668,Manitoba,46,2021S051246110723,4611,Division No. 11,46110723,20,10,10,172337.7808,0.172337781,116.0511636,58.02558182,58.02558182,668,-97.07041498,49.93226144,-097.07041498 49.93226144
669,Manitoba,46,2021S051246110724,4611,Division No. 11,46110724,30,15,15,196561.3535,0.196561353,152.6241017,76.31205085,76.31205085,669,-97.07477802,49.93484277,-097.07477802 49.93484277
670,Manitoba,46,2021S051246110727,4611,Division No. 11,46110727,20,15,10,51164.48686,0.051164487,390.8961318,293.1720989,195.4480659,670,-97.07589081,49.93821752,-097.07589081 49.93821752
671,Manitoba,46,2021S051246110728,4611,Division No. 11,46110728,15,10,5,32911.27396,0.032911274,455.7708711,303.8472474,151.9236237,671,-97.0769604,49.93778358,-097.07696040 49.93778358
672,Manitoba,46,2021S051246110729,4611,Division No. 11,46110729,20,10,10,97181.68015,0.09718168,205.8001052,102.9000526,102.9000526,672,-97.07345298,49.94003988,-097.07345298 49.94003988
673,Manitoba,46,2021S051246110730,4611,Division No. 11,46110730,60,30,30,160533.7791,0.160533779,373.7531151,186.8765575,186.8765575,673,-97.07212243,49.94198605,-097.07212243 49.94198605
674,Manitoba,46,2021S051246110731,4611,Division No. 11,46110731,20,5,15,165929.9586,0.165929959,120.5327848,30.1331962,90.39958861,674,-97.06652987,49.9394481,-097.06652987 49.93944810
675,Manitoba,46,2021S051246110732,4611,Division No. 11,46110732,35,15,20,266963.8558,0.266963856,131.1038901,56.18738145,74.9165086,675,-97.06531131,49.94190795,-097.06531131 49.94190795
676,Manitoba,46,2021S051246110733,4611,Division No. 11,46110733,50,30,25,119654.7625,0.119654762,417.8688667,250.72132,208.9344334,676,-97.06305632,49.93781256,-097.06305632 49.93781256
677,Manitoba,46,2021S051246110734,4611,Division No. 11,46110734,35,20,15,494771.2187,0.494771219,70.73976552,40.42272316,30.31704237,677,-97.05369847,49.93577592,-097.05369847 49.93577592
678,Manitoba,46,2021S051246110735,4611,Division No. 11,46110735,15,10,10,65388.03096,0.065388031,229.3997813,152.9331875,152.9331875,678,-97.05299472,49.93949331,-097.05299472 49.93949331
679,Manitoba,46,2021S051246110736,4611,Division No. 11,46110736,30,10,20,165223.6051,0.165223605,181.5721185,60.52403948,121.048079,679,-97.05134309,49.94225922,-097.05134309 49.94225922
680,Manitoba,46,2021S051246110737,4611,Division No. 11,46110737,25,15,10,223453.2829,0.223453283,111.880209,67.12812541,44.75208361,680,-97.05772547,49.94402036,-097.05772547 49.94402036
681,Manitoba,46,2021S051246110738,4611,Division No. 11,46110738,25,15,10,179087.5441,0.179087544,139.5965316,83.75791893,55.83861262,681,-97.05290415,49.94747922,-097.05290415 49.94747922
682,Manitoba,46,2021S051246110739,4611,Division No. 11,46110739,50,20,35,478972.4257,0.478972426,104.390143,41.75605719,73.07310009,682,-97.06044938,49.94957016,-097.06044938 49.94957016
683,Manitoba,46,2021S051246110740,4611,Division No. 11,46110740,35,20,15,287662.7553,0.287662755,121.6702522,69.52585843,52.14439382,683,-97.0655108,49.94722863,-097.06551080 49.94722863
684,Manitoba,46,2021S051246110741,4611,Division No. 11,46110741,25,15,10,209473.2575,0.209473258,119.3469768,71.60818606,47.73879071,684,-97.06472289,49.94386362,-097.06472289 49.94386362
685,Manitoba,46,2021S051246110742,4611,Division No. 11,46110742,10,5,5,156856.131,0.156856131,63.75268814,31.87634407,31.87634407,685,-97.07681345,49.94793462,-097.07681345 49.94793462
686,Manitoba,46,2021S051246110743,4611,Division No. 11,46110743,40,25,15,170778.4819,0.170778482,234.2215457,146.3884661,87.83307963,686,-97.0720811,49.94936409,-097.07208110 49.94936409
687,Manitoba,46,2021S051246110744,4611,Division No. 11,46110744,30,15,15,190200.9312,0.190200931,157.7279344,78.86396721,78.86396721,687,-97.07576594,49.95141314,-097.07576594 49.95141314
688,Manitoba,46,2021S051246110746,4611,Division No. 11,46110746,30,15,15,318076.0142,0.318076014,94.31707725,47.15853862,47.15853862,688,-97.06996747,49.95410636,-097.06996747 49.95410636
689,Manitoba,46,2021S051246110751,4611,Division No. 11,46110751,25,15,5,70057.2399,0.07005724,356.8510555,214.1106333,71.37021109,689,-97.08215661,49.94249813,-097.08215661 49.94249813
690,Manitoba,46,2021S051246110752,4611,Division No. 11,46110752,70,35,35,217001.8876,0.217001888,322.5778392,161.2889196,161.2889196,690,-97.07975555,49.94385168,-097.07975555 49.94385168
691,Manitoba,46,2021S051246110753,4611,Division No. 11,46110753,25,15,15,235570.0245,0.235570025,106.1255567,63.67533403,63.67533403,691,-97.08001273,49.94622789,-097.08001273 49.94622789
692,Manitoba,46,2021S051246110758,4611,Division No. 11,46110758,25,5,20,123953.386,0.123953386,201.688722,40.3377444,161.3509776,692,-97.09929792,49.96280867,-097.09929792 49.96280867
693,Manitoba,46,2021S051246110759,4611,Division No. 11,46110759,65,30,30,268049.6418,0.268049642,242.4923964,111.9195676,111.9195676,693,-97.09056057,49.96532996,-097.09056057 49.96532996
694,Manitoba,46,2021S051246110760,4611,Division No. 11,46110760,80,40,40,259444.2804,0.25944428,308.3513727,154.1756864,154.1756864,694,-97.08986383,49.96336709,-097.08986383 49.96336709
695,Manitoba,46,2021S051246110762,4611,Division No. 11,46110762,160,90,70,916154.9883,0.916154988,174.6429393,98.23665335,76.40628594,695,-97.10665679,49.9552298,-097.10665679 49.95522980
696,Manitoba,46,2021S051246110763,4611,Division No. 11,46110763,30,15,20,135105.1984,0.135105198,222.049191,111.0245955,148.032794,696,-97.11105261,49.94875055,-097.11105261 49.94875055
697,Manitoba,46,2021S051246110765,4611,Division No. 11,46110765,15,10,5,242423.6551,0.242423655,61.87514992,41.25009994,20.62504997,697,-97.1161581,49.95039326,-097.11615810 49.95039326
698,Manitoba,46,2021S051246110766,4611,Division No. 11,46110766,30,15,20,196589.889,0.196589889,152.6019479,76.30097394,101.7346319,698,-97.12232922,49.94735726,-097.12232922 49.94735726
699,Manitoba,46,2021S051246110767,4611,Division No. 11,46110767,35,15,25,317096.1642,0.317096164,110.3766111,47.3042619,78.8404365,699,-97.06581111,49.95774202,-097.06581111 49.95774202
700,Manitoba,46,2021S051246110768,4611,Division No. 11,46110768,20,15,5,126764.9959,0.126764996,157.7722609,118.3291957,39.44306522,700,-97.0599957,49.95351244,-097.05999570 49.95351244
701,Manitoba,46,2021S051246110769,4611,Division No. 11,46110769,30,15,10,202118.7496,0.20211875,148.4275954,74.21379771,49.47586514,701,-97.05739663,49.95531541,-097.05739663 49.95531541
702,Manitoba,46,2021S051246110770,4611,Division No. 11,46110770,10,5,5,121446.0934,0.121446093,82.34105949,41.17052975,41.17052975,702,-97.05177621,49.95262197,-097.05177621 49.95262197
703,Manitoba,46,2021S051246110771,4611,Division No. 11,46110771,25,15,15,148338.6839,0.148338684,168.5332467,101.119948,101.119948,703,-97.05221582,49.94994374,-097.05221582 49.94994374
704,Manitoba,46,2021S051246110772,4611,Division No. 11,46110772,15,10,5,128760.3474,0.128760347,116.4954918,77.6636612,38.8318306,704,-97.04762459,49.95048365,-097.04762459 49.95048365
705,Manitoba,46,2021S051246110773,4611,Division No. 11,46110773,110,55,50,883231.1596,0.88323116,124.5427075,62.27135377,56.61032161,705,-97.04149535,49.94536416,-097.04149535 49.94536416
706,Manitoba,46,2021S051246110774,4611,Division No. 11,46110774,25,15,10,200359.049,0.200359049,124.7759965,74.8655979,49.9103986,706,-97.04210109,49.94072176,-097.04210109 49.94072176
707,Manitoba,46,2021S051246110775,4611,Division No. 11,46110775,50,30,25,280866.5538,0.280866554,178.0204846,106.8122907,89.01024228,707,-97.0434936,49.93726652,-097.04349360 49.93726652
708,Manitoba,46,2021S051246110776,4611,Division No. 11,46110776,20,15,10,144026.4539,0.144026454,138.8633786,104.147534,69.4316893,708,-97.04765974,49.93803775,-097.04765974 49.93803775
709,Manitoba,46,2021S051246110777,4611,Division No. 11,46110777,30,15,20,130202.4777,0.130202478,230.4103619,115.2051809,153.6069079,709,-97.04920858,49.93552478,-097.04920858 49.93552478
710,Manitoba,46,2021S051246110778,4611,Division No. 11,46110778,10,5,5,78011.31053,0.078011311,128.1865403,64.09327015,64.09327015,710,-97.04557597,49.93274197,-097.04557597 49.93274197
711,Manitoba,46,2021S051246110779,4611,Division No. 11,46110779,25,15,15,669132.3448,0.669132345,37.36181668,22.41709001,22.41709001,711,-97.05613475,49.93152228,-097.05613475 49.93152228
712,Manitoba,46,2021S051246110780,4611,Division No. 11,46110780,35,15,15,151621.8113,0.151621811,230.8375008,98.9303575,98.9303575,712,-97.05445818,49.92804595,-097.05445818 49.92804595
