OBJECTID,PRNAME,PRUID,DGUID,CDUID,CDNAME,DAUID,Total_15_to_19_years,Men_15_to_19_years,Women_15_to_19_years,Shape_Area(m^2),Shape_Area(km^2),Total_15_Density,Men_15_Density,Women_15_Density,ORIG_FID,Long,Lat,Coordinate
258,Manitoba,46,2021S051246110272,4611,Division No. 11,46110272,15,10,5,158050.3193,0.158050319,94.90648335,63.2709889,31.63549445,258,-97.25110157,49.887283,-097.25110157 49.88728300
259,Manitoba,46,2021S051246110273,4611,Division No. 11,46110273,20,15,10,243428.4798,0.24342848,82.15965535,61.61974151,41.07982767,259,-97.25771337,49.88758328,-097.25771337 49.88758328
260,Manitoba,46,2021S051246110274,4611,Division No. 11,46110274,25,15,15,186114.1473,0.186114147,134.3261668,80.5957001,80.5957001,260,-97.25802168,49.88422248,-097.25802168 49.88422248
261,Manitoba,46,2021S051246110275,4611,Division No. 11,46110275,20,5,10,100152.5347,0.100152535,199.6953952,49.92384879,99.84769758,261,-97.2641607,49.88447931,-097.26416070 49.88447931
262,Manitoba,46,2021S051246110276,4611,Division No. 11,46110276,35,15,20,232618.9297,0.23261893,150.4606699,64.48314425,85.97752567,262,-97.26640763,49.88249328,-097.26640763 49.88249328
263,Manitoba,46,2021S051246110277,4611,Division No. 11,46110277,20,10,5,162838.4041,0.162838404,122.8211496,61.41057482,30.70528741,263,-97.27092319,49.88358138,-097.27092319 49.88358138
264,Manitoba,46,2021S051246110278,4611,Division No. 11,46110278,30,15,15,380928.5292,0.380928529,78.75493091,39.37746545,39.37746545,264,-97.27547738,49.88293293,-097.27547738 49.88293293
265,Manitoba,46,2021S051246110279,4611,Division No. 11,46110279,55,25,35,98881.19367,0.098881194,556.2230588,252.8286631,353.9601283,265,-97.27576618,49.88782256,-097.27576618 49.88782256
266,Manitoba,46,2021S051246110280,4611,Division No. 11,46110280,35,20,15,175565.3228,0.175565323,199.3559972,113.9177127,85.43828451,266,-97.28089519,49.88604361,-097.28089519 49.88604361
267,Manitoba,46,2021S051246110281,4611,Division No. 11,46110281,40,25,15,146175.7428,0.146175743,273.6432136,171.0270085,102.6162051,267,-97.28249381,49.88942384,-097.28249381 49.88942384
268,Manitoba,46,2021S051246110282,4611,Division No. 11,46110282,65,30,35,144788.9358,0.144788936,448.9293305,207.1981525,241.731178,268,-97.28266727,49.89234475,-097.28266727 49.89234475
269,Manitoba,46,2021S051246110283,4611,Division No. 11,46110283,20,10,10,136732.9683,0.136732968,146.2705027,73.13525133,73.13525133,269,-97.28621383,49.89217786,-097.28621383 49.89217786
270,Manitoba,46,2021S051246110284,4611,Division No. 11,46110284,20,10,10,197053.5996,0.1970536,101.4952279,50.74761395,50.74761395,270,-97.29015878,49.89041759,-097.29015878 49.89041759
271,Manitoba,46,2021S051246110285,4611,Division No. 11,46110285,20,10,10,145328.6784,0.145328678,137.6190867,68.80954337,68.80954337,271,-97.29540404,49.89115985,-097.29540404 49.89115985
272,Manitoba,46,2021S051246110286,4611,Division No. 11,46110286,25,5,15,135098.2224,0.135098222,185.0505473,37.01010946,111.0303284,272,-97.29778048,49.89040443,-097.29778048 49.89040443
273,Manitoba,46,2021S051246110287,4611,Division No. 11,46110287,10,5,5,111556.3323,0.111556332,89.64081014,44.82040507,44.82040507,273,-97.30218646,49.88888531,-097.30218646 49.88888531
274,Manitoba,46,2021S051246110288,4611,Division No. 11,46110288,45,20,20,190278.2122,0.190278212,236.4958105,105.1092491,105.1092491,274,-97.30440181,49.88936862,-097.30440181 49.88936862
275,Manitoba,46,2021S051246110289,4611,Division No. 11,46110289,30,20,10,117517.0942,0.117517094,255.2820098,170.1880066,85.09400328,275,-97.30841553,49.88857409,-097.30841553 49.88857409
276,Manitoba,46,2021S051246110291,4611,Division No. 11,46110291,20,10,5,111695.4266,0.111695427,179.0583608,89.52918041,44.7645902,276,-97.30802382,49.89360227,-097.30802382 49.89360227
277,Manitoba,46,2021S051246110292,4611,Division No. 11,46110292,25,5,15,178055.848,0.178055848,140.4053856,28.08107713,84.24323138,277,-97.31271648,49.89356844,-097.31271648 49.89356844
278,Manitoba,46,2021S051246110293,4611,Division No. 11,46110293,50,25,25,119412.4463,0.119412446,418.7168219,209.358411,209.358411,278,-97.30973096,49.89661151,-097.30973096 49.89661151
279,Manitoba,46,2021S051246110294,4611,Division No. 11,46110294,25,15,10,161439.8505,0.161439851,154.8564368,92.91386206,61.9425747,279,-97.31077439,49.89790757,-097.31077439 49.89790757
280,Manitoba,46,2021S051246110295,4611,Division No. 11,46110295,35,20,20,216562.3451,0.216562345,161.6162772,92.35215842,92.35215842,280,-97.30416957,49.89571384,-097.30416957 49.89571384
281,Manitoba,46,2021S051246110296,4611,Division No. 11,46110296,25,15,10,142128.5983,0.142128598,175.8970419,105.5382251,70.35881675,281,-97.29879473,49.89444922,-097.29879473 49.89444922
282,Manitoba,46,2021S051246110297,4611,Division No. 11,46110297,25,10,15,256881.6176,0.256881618,97.3210938,38.92843752,58.39265628,282,-97.29519862,49.89646014,-097.29519862 49.89646014
283,Manitoba,46,2021S051246110298,4611,Division No. 11,46110298,40,30,15,186688.7276,0.186688728,214.2603923,160.6952942,80.3476471,283,-97.29880108,49.89723084,-097.29880108 49.89723084
284,Manitoba,46,2021S051246110299,4611,Division No. 11,46110299,25,5,15,283026.2547,0.283026255,88.33102791,17.66620558,52.99861675,284,-97.29112708,49.89831686,-097.29112708 49.89831686
285,Manitoba,46,2021S051246110300,4611,Division No. 11,46110300,40,25,15,190756.5217,0.190756522,209.6913891,131.0571182,78.6342709,285,-97.28440172,49.89983961,-097.28440172 49.89983961
286,Manitoba,46,2021S051246110301,4611,Division No. 11,46110301,45,20,20,480165.0376,0.480165038,93.71777718,41.65234541,41.65234541,286,-97.28138693,49.89657681,-097.28138693 49.89657681
287,Manitoba,46,2021S051246110302,4611,Division No. 11,46110302,45,15,25,1984084.448,1.984084448,22.68048623,7.560162076,12.60027013,287,-97.26835508,49.89467628,-097.26835508 49.89467628
288,Manitoba,46,2021S051246110303,4611,Division No. 11,46110303,40,25,20,132432.2001,0.1324322,302.0413463,188.7758414,151.0206732,288,-97.26472334,49.88796588,-097.26472334 49.88796588
289,Manitoba,46,2021S051246110306,4611,Division No. 11,46110306,20,10,10,13260434.65,13.26043465,1.508246187,0.754123094,0.754123094,289,-97.29260741,49.91546814,-097.29260741 49.91546814
290,Manitoba,46,2021S051246110307,4611,Division No. 11,46110307,20,10,10,141126.7906,0.141126791,141.7165368,70.85826838,70.85826838,290,-97.31751788,49.89356834,-097.31751788 49.89356834
291,Manitoba,46,2021S051246110308,4611,Division No. 11,46110308,30,15,15,83762.27294,0.083762273,358.1564701,179.078235,179.078235,291,-97.31797758,49.8903922,-097.31797758 49.89039220
292,Manitoba,46,2021S051246110309,4611,Division No. 11,46110309,45,25,20,121174.3125,0.121174312,371.3658372,206.314354,165.0514832,292,-97.31782534,49.88699014,-097.31782534 49.88699014
293,Manitoba,46,2021S051246110310,4611,Division No. 11,46110310,50,35,20,190381.8208,0.190381821,262.6301177,183.8410824,105.0520471,293,-97.31980759,49.88374179,-097.31980759 49.88374179
294,Manitoba,46,2021S051246110312,4611,Division No. 11,46110312,30,15,15,68785.26538,0.068785265,436.1399179,218.069959,218.069959,294,-97.30840158,49.88443217,-097.30840158 49.88443217
295,Manitoba,46,2021S051246110313,4611,Division No. 11,46110313,30,15,15,168506.1743,0.168506174,178.0350193,89.01750965,89.01750965,295,-97.3039146,49.88457929,-097.30391460 49.88457929
296,Manitoba,46,2021S051246110314,4611,Division No. 11,46110314,30,15,10,173373.7773,0.173373777,173.0365484,86.51827418,57.67884945,296,-97.3048777,49.8807917,-097.30487770 49.88079170
297,Manitoba,46,2021S051246110315,4611,Division No. 11,46110315,25,15,10,247330.3175,0.247330317,101.0793996,60.64763978,40.43175985,297,-97.29859515,49.88071402,-097.29859515 49.88071402
298,Manitoba,46,2021S051246110316,4611,Division No. 11,46110316,40,25,25,206893.541,0.206893541,193.3361468,120.8350917,120.8350917,298,-97.29605827,49.87741161,-097.29605827 49.87741161
299,Manitoba,46,2021S051246110317,4611,Division No. 11,46110317,25,10,15,152227.771,0.152227771,164.2275902,65.6910361,98.53655415,299,-97.29703391,49.87367536,-097.29703391 49.87367536
300,Manitoba,46,2021S051246110318,4611,Division No. 11,46110318,30,15,15,284590.2722,0.284590272,105.4147064,52.70735322,52.70735322,300,-97.30298865,49.87604786,-097.30298865 49.87604786
301,Manitoba,46,2021S051246110319,4611,Division No. 11,46110319,40,25,15,182575.6717,0.182575672,219.0872399,136.929525,82.15771497,301,-97.30611321,49.87293552,-097.30611321 49.87293552
302,Manitoba,46,2021S051246110320,4611,Division No. 11,46110320,30,10,15,163360.8517,0.163360852,183.6425294,61.21417645,91.82126468,302,-97.30326335,49.87045424,-097.30326335 49.87045424
303,Manitoba,46,2021S051246110321,4611,Division No. 11,46110321,20,15,10,207461.0378,0.207461038,96.40364386,72.3027329,48.20182193,303,-97.30425176,49.86746603,-097.30425176 49.86746603
304,Manitoba,46,2021S051246110322,4611,Division No. 11,46110322,35,15,20,162848.3911,0.162848391,214.9238305,92.11021306,122.8136174,304,-97.29781886,49.86788202,-097.29781886 49.86788202
305,Manitoba,46,2021S051246110323,4611,Division No. 11,46110323,25,10,20,255073.223,0.255073223,98.01107192,39.20442877,78.40885753,305,-97.29444003,49.86586267,-097.29444003 49.86586267
306,Manitoba,46,2021S051246110324,4611,Division No. 11,46110324,25,10,15,168739.9709,0.168739971,148.1569534,59.26278135,88.89417203,306,-97.29571309,49.87068881,-097.29571309 49.87068881
307,Manitoba,46,2021S051246110325,4611,Division No. 11,46110325,35,25,15,190129.0805,0.190129081,184.085464,131.4896171,78.89377027,307,-97.29171052,49.8751593,-097.29171052 49.87515930
308,Manitoba,46,2021S051246110326,4611,Division No. 11,46110326,20,10,10,269076.561,0.269076561,74.32828756,37.16414378,37.16414378,308,-97.28724273,49.87501453,-097.28724273 49.87501453
309,Manitoba,46,2021S051246110327,4611,Division No. 11,46110327,30,25,10,1302834.625,1.302834625,23.02671377,19.18892814,7.675571255,309,-97.28416661,49.86787942,-097.28416661 49.86787942
310,Manitoba,46,2021S051246110328,4611,Division No. 11,46110328,20,10,5,161443.2944,0.161443294,123.8825067,61.94125334,30.97062667,310,-97.28468699,49.8790328,-097.28468699 49.87903280
311,Manitoba,46,2021S051246110329,4611,Division No. 11,46110329,45,25,20,267371.6091,0.267371609,168.3050798,93.50282211,74.80225769,311,-97.28502468,49.88302688,-097.28502468 49.88302688
312,Manitoba,46,2021S051246110330,4611,Division No. 11,46110330,30,10,20,125893.9844,0.125893984,238.2957386,79.43191288,158.8638258,312,-97.28254931,49.88438937,-097.28254931 49.88438937
313,Manitoba,46,2021S051246110331,4611,Division No. 11,46110331,5,0,5,22616.10933,0.022616109,221.0813508,0,221.0813508,313,-97.28602713,49.88166368,-097.28602713 49.88166368
314,Manitoba,46,2021S051246110332,4611,Division No. 11,46110332,20,15,10,109112.9789,0.109112979,183.2962513,137.4721885,91.64812566,314,-97.29092242,49.87996721,-097.29092242 49.87996721
315,Manitoba,46,2021S051246110333,4611,Division No. 11,46110333,20,10,5,166624.6544,0.166624654,120.0302565,60.01512823,30.00756411,315,-97.29170646,49.88474255,-097.29170646 49.88474255
316,Manitoba,46,2021S051246110334,4611,Division No. 11,46110334,20,10,10,116031.3722,0.116031372,172.3671764,86.18358818,86.18358818,316,-97.28854991,49.88514225,-097.28854991 49.88514225
317,Manitoba,46,2021S051246110335,4611,Division No. 11,46110335,20,5,10,180344.3758,0.180344376,110.8989394,27.72473485,55.44946969,317,-97.29512945,49.88525084,-097.29512945 49.88525084
318,Manitoba,46,2021S051246110336,4611,Division No. 11,46110336,40,20,15,170994.5662,0.170994566,233.925562,116.962781,87.72208573,318,-97.29873491,49.88576559,-097.29873491 49.88576559
319,Manitoba,46,2021S051246110337,4611,Division No. 11,46110337,35,20,15,618687.2434,0.618687243,56.57139431,32.32651103,24.24488327,319,-97.27362992,49.87415698,-097.27362992 49.87415698
320,Manitoba,46,2021S051246110338,4611,Division No. 11,46110338,20,10,10,157351.8311,0.157351831,127.1037004,63.5518502,63.5518502,320,-97.27500428,49.8728923,-097.27500428 49.87289230
321,Manitoba,46,2021S051246110339,4611,Division No. 11,46110339,20,10,10,196235.9456,0.196235946,101.9181269,50.95906343,50.95906343,321,-97.26863062,49.87789224,-097.26863062 49.87789224
322,Manitoba,46,2021S051246110340,4611,Division No. 11,46110340,40,25,15,35943.32053,0.035943321,1112.863236,695.5395225,417.3237135,322,-97.2727079,49.879066,-097.27270790 49.87906600
323,Manitoba,46,2021S051246110341,4611,Division No. 11,46110341,40,20,20,212329.4266,0.212329427,188.3865117,94.19325585,94.19325585,323,-97.26471051,49.87644443,-097.26471051 49.87644443
324,Manitoba,46,2021S051246110342,4611,Division No. 11,46110342,30,15,15,192678.0481,0.192678048,155.7001448,77.85007241,77.85007241,324,-97.26014845,49.87752988,-097.26014845 49.87752988
325,Manitoba,46,2021S051246110343,4611,Division No. 11,46110343,25,10,20,134447.2586,0.134447259,185.946521,74.37860841,148.7572168,325,-97.25873082,49.87427732,-097.25873082 49.87427732
326,Manitoba,46,2021S051246110344,4611,Division No. 11,46110344,45,20,25,174801.2213,0.174801221,257.4352723,114.4156766,143.0195957,326,-97.25519787,49.87756409,-097.25519787 49.87756409
327,Manitoba,46,2021S051246110345,4611,Division No. 11,46110345,20,15,5,183968.5184,0.183968518,108.7142527,81.53568953,27.17856318,327,-97.25826726,49.88132683,-097.25826726 49.88132683
328,Manitoba,46,2021S051246110346,4611,Division No. 11,46110346,10,10,0,248528.5948,0.248528595,40.23681865,40.23681865,0,328,-97.26059689,49.8701057,-097.26059689 49.87010570
329,Manitoba,46,2021S051246110347,4611,Division No. 11,46110347,25,15,15,288799.5219,0.288799522,86.56524027,51.93914416,51.93914416,329,-97.25252701,49.87098401,-097.25252701 49.87098401
330,Manitoba,46,2021S051246110348,4611,Division No. 11,46110348,15,10,5,203771.4821,0.203771482,73.61187072,49.07458048,24.53729024,330,-97.25381998,49.86672898,-097.25381998 49.86672898
331,Manitoba,46,2021S051246110349,4611,Division No. 11,46110349,20,10,10,161237.1832,0.161237183,124.040867,62.02043351,62.02043351,331,-97.25766812,49.86562348,-097.25766812 49.86562348
332,Manitoba,46,2021S051246110350,4611,Division No. 11,46110350,40,15,25,237389.8917,0.237389892,168.4991712,63.18718919,105.311982,332,-97.25670268,49.86133217,-097.25670268 49.86133217
333,Manitoba,46,2021S051246110351,4611,Division No. 11,46110351,5,5,5,141473.8691,0.141473869,35.34221572,35.34221572,35.34221572,333,-97.25197225,49.86163314,-097.25197225 49.86163314
334,Manitoba,46,2021S051246110352,4611,Division No. 11,46110352,25,10,20,203587.252,0.203587252,122.7974726,49.11898905,98.2379781,334,-97.25422253,49.8564343,-097.25422253 49.85643430
335,Manitoba,46,2021S051246110353,4611,Division No. 11,46110353,25,15,10,182546.1368,0.182546137,136.9516794,82.17100762,54.78067174,335,-97.2585479,49.85565635,-097.25854790 49.85565635
336,Manitoba,46,2021S051246110354,4611,Division No. 11,46110354,20,10,10,253364.3136,0.253364314,78.93771509,39.46885754,39.46885754,336,-97.26278632,49.85610826,-097.26278632 49.85610826
337,Manitoba,46,2021S051246110355,4611,Division No. 11,46110355,15,10,0,314651.0418,0.314651042,47.67185869,31.78123913,0,337,-97.26794999,49.85578748,-097.26794999 49.85578748
338,Manitoba,46,2021S051246110356,4611,Division No. 11,46110356,30,10,15,295276.1567,0.295276157,101.5998052,33.86660173,50.79990259,338,-97.26412192,49.84842157,-097.26412192 49.84842157
339,Manitoba,46,2021S051246110357,4611,Division No. 11,46110357,30,15,15,158951.2006,0.158951201,188.7371715,94.36858575,94.36858575,339,-97.25978682,49.85055252,-097.25978682 49.85055252
340,Manitoba,46,2021S051246110358,4611,Division No. 11,46110358,20,15,5,567073.9881,0.567073988,35.26876637,26.45157478,8.817191593,340,-97.26272977,49.84443758,-097.26272977 49.84443758
341,Manitoba,46,2021S051246110359,4611,Division No. 11,46110359,45,20,25,288416.0996,0.2884161,156.0245772,69.34425652,86.68032066,341,-97.25292889,49.84831799,-097.25292889 49.84831799
342,Manitoba,46,2021S051246110360,4611,Division No. 11,46110360,20,10,10,156651.5805,0.15665158,127.6718686,63.83593431,63.83593431,342,-97.25507528,49.85155388,-097.25507528 49.85155388
343,Manitoba,46,2021S051246110361,4611,Division No. 11,46110361,55,30,20,2865281.552,2.865281552,19.1953213,10.47017525,6.980116835,343,-97.23778833,49.85063285,-097.23778833 49.85063285
344,Manitoba,46,2021S051246110362,4611,Division No. 11,46110362,40,20,15,388154.8834,0.388154883,103.0516469,51.52582347,38.6443676,344,-97.22684923,49.85368106,-097.22684923 49.85368106
345,Manitoba,46,2021S051246110363,4611,Division No. 11,46110363,25,10,15,266764.8635,0.266764863,93.71549039,37.48619616,56.22929423,345,-97.2207451,49.85575095,-097.22074510 49.85575095
346,Manitoba,46,2021S051246110364,4611,Division No. 11,46110364,20,15,5,173950.8553,0.173950855,114.9750024,86.23125179,28.7437506,346,-97.21844552,49.85274033,-097.21844552 49.85274033
347,Manitoba,46,2021S051246110365,4611,Division No. 11,46110365,15,5,10,126956.1165,0.126956116,118.1510621,39.38368736,78.76737473,347,-97.21726305,49.84965645,-097.21726305 49.84965645
348,Manitoba,46,2021S051246110366,4611,Division No. 11,46110366,10,5,5,154277.2707,0.154277271,64.81836213,32.40918107,32.40918107,348,-97.21410719,49.85425833,-097.21410719 49.85425833
349,Manitoba,46,2021S051246110367,4611,Division No. 11,46110367,0,0,0,523476.0417,0.523476042,0,0,0,349,-97.20929929,49.85650654,-097.20929929 49.85650654
350,Manitoba,46,2021S051246110368,4611,Division No. 11,46110368,30,10,20,255794.5413,0.255794541,117.2816271,39.09387569,78.18775137,350,-97.20455533,49.8538054,-097.20455533 49.85380540
351,Manitoba,46,2021S051246110370,4611,Division No. 11,46110370,15,10,5,224130.3058,0.224130306,66.92535373,44.61690249,22.30845124,351,-97.19825827,49.85974246,-097.19825827 49.85974246
352,Manitoba,46,2021S051246110371,4611,Division No. 11,46110371,30,15,15,92800.93658,0.092800937,323.2725994,161.6362997,161.6362997,352,-97.1997085,49.86225798,-097.19970850 49.86225798
353,Manitoba,46,2021S051246110373,4611,Division No. 11,46110373,30,10,20,202561.5097,0.20256151,148.1031616,49.36772052,98.73544104,353,-97.19911413,49.8656918,-097.19911413 49.86569180
354,Manitoba,46,2021S051246110374,4611,Division No. 11,46110374,30,15,15,204357.3588,0.204357359,146.8016624,73.4008312,73.4008312,354,-97.20338102,49.86859645,-097.20338102 49.86859645
355,Manitoba,46,2021S051246110375,4611,Division No. 11,46110375,25,10,15,152760.9325,0.152760932,163.6544082,65.46176327,98.19264491,355,-97.19791066,49.86908515,-097.19791066 49.86908515
356,Manitoba,46,2021S051246110376,4611,Division No. 11,46110376,20,15,5,154231.9067,0.154231907,129.6748541,97.25614061,32.41871354,356,-97.19761398,49.87255245,-097.19761398 49.87255245
357,Manitoba,46,2021S051246110377,4611,Division No. 11,46110377,25,10,10,295773.2485,0.295773249,84.52420942,33.80968377,33.80968377,357,-97.19905316,49.87538473,-097.19905316 49.87538473
358,Manitoba,46,2021S051246110378,4611,Division No. 11,46110378,20,10,15,222968.3567,0.222968357,89.69882678,44.84941339,67.27412008,358,-97.19245843,49.87373122,-097.19245843 49.87373122
359,Manitoba,46,2021S051246110379,4611,Division No. 11,46110379,35,15,20,139429.0896,0.13942909,251.0236573,107.5815674,143.4420899,359,-97.18740965,49.87565933,-097.18740965 49.87565933
360,Manitoba,46,2021S051246110380,4611,Division No. 11,46110380,35,20,10,144132.5854,0.144132585,242.8319724,138.7611271,69.38056355,360,-97.18779125,49.8721938,-097.18779125 49.87219380
361,Manitoba,46,2021S051246110381,4611,Division No. 11,46110381,20,10,10,115307.0023,0.115307002,173.450004,86.72500198,86.72500198,361,-97.18317203,49.87204229,-097.18317203 49.87204229
362,Manitoba,46,2021S051246110382,4611,Division No. 11,46110382,30,20,10,146236.8903,0.14623689,205.1465942,136.7643961,68.38219807,362,-97.18543088,49.86860291,-097.18543088 49.86860291
363,Manitoba,46,2021S051246110383,4611,Division No. 11,46110383,35,10,30,156082.878,0.156082878,224.2398426,64.06852645,192.2055794,363,-97.18001692,49.86840754,-097.18001692 49.86840754
364,Manitoba,46,2021S051246110384,4611,Division No. 11,46110384,30,15,15,189645.5875,0.189645587,158.1898129,79.09490645,79.09490645,364,-97.18100136,49.86497711,-097.18100136 49.86497711
365,Manitoba,46,2021S051246110385,4611,Division No. 11,46110385,25,10,10,142155.3754,0.142155375,175.863909,70.34556358,70.34556358,365,-97.17488564,49.86512601,-097.17488564 49.86512601
366,Manitoba,46,2021S051246110386,4611,Division No. 11,46110386,45,25,15,150714.8749,0.150714875,298.5770319,165.8761288,99.52567729,366,-97.17425998,49.86841683,-097.17425998 49.86841683
367,Manitoba,46,2021S051246110387,4611,Division No. 11,46110387,25,10,15,155507.6036,0.155507604,160.7638432,64.30553729,96.45830594,367,-97.16999066,49.86778205,-097.16999066 49.86778205
368,Manitoba,46,2021S051246110388,4611,Division No. 11,46110388,25,15,15,83676.19982,0.0836762,298.7707383,179.262443,179.262443,368,-97.16629953,49.86779686,-097.16629953 49.86779686
369,Manitoba,46,2021S051246110389,4611,Division No. 11,46110389,30,15,15,160488.6198,0.16048862,186.929142,93.46457099,93.46457099,369,-97.16315141,49.86585536,-097.16315141 49.86585536
370,Manitoba,46,2021S051246110390,4611,Division No. 11,46110390,30,10,20,105442.6664,0.105442666,284.5148081,94.83826937,189.6765387,370,-97.16242051,49.86932458,-097.16242051 49.86932458
371,Manitoba,46,2021S051246110391,4611,Division No. 11,46110391,20,10,15,106031.8954,0.106031895,188.6224888,94.3112444,141.4668666,371,-97.15832423,49.86594267,-097.15832423 49.86594267
372,Manitoba,46,2021S051246110392,4611,Division No. 11,46110392,15,10,5,107430.4146,0.107430415,139.6252639,93.0835093,46.54175465,372,-97.15562159,49.86772305,-097.15562159 49.86772305
373,Manitoba,46,2021S051246110393,4611,Division No. 11,46110393,15,10,10,65789.55631,0.065789556,227.9997136,151.9998091,151.9998091,373,-97.15412347,49.86907681,-097.15412347 49.86907681
374,Manitoba,46,2021S051246110394,4611,Division No. 11,46110394,10,10,0,67145.84762,0.067145848,148.929537,148.929537,0,374,-97.15161035,49.87017775,-097.15161035 49.87017775
375,Manitoba,46,2021S051246110395,4611,Division No. 11,46110395,25,10,15,73898.02292,0.073898023,338.304044,135.3216176,202.9824264,375,-97.15565763,49.87117347,-097.15565763 49.87117347
376,Manitoba,46,2021S051246110396,4611,Division No. 11,46110396,15,5,15,57508.45223,0.057508452,260.8312242,86.94374141,260.8312242,376,-97.15163295,49.87272255,-097.15163295 49.87272255
377,Manitoba,46,2021S051246110397,4611,Division No. 11,46110397,10,10,0,68912.87659,0.068912877,145.1107615,145.1107615,0,377,-97.15222436,49.87479727,-097.15222436 49.87479727
378,Manitoba,46,2021S051246110398,4611,Division No. 11,46110398,5,5,0,77529.91819,0.077529918,64.49123276,64.49123276,0,378,-97.14948175,49.8759937,-097.14948175 49.87599370
379,Manitoba,46,2021S051246110399,4611,Division No. 11,46110399,10,0,0,16892.86783,0.016892868,591.9657989,0,0,379,-97.15208736,49.87776878,-097.15208736 49.87776878
380,Manitoba,46,2021S051246110402,4611,Division No. 11,46110402,0,5,0,40176.41785,0.040176418,0,124.451115,0,380,-97.14911332,49.880695,-097.14911332 49.88069500
381,Manitoba,46,2021S051246110403,4611,Division No. 11,46110403,15,10,5,89527.56869,0.089527569,167.5461561,111.6974374,55.84871871,381,-97.14784335,49.87848058,-097.14784335 49.87848058
382,Manitoba,46,2021S051246110404,4611,Division No. 11,46110404,35,15,15,91853.38107,0.091853381,381.0420432,163.3037328,163.3037328,382,-97.14402187,49.87943185,-097.14402187 49.87943185
383,Manitoba,46,2021S051246110405,4611,Division No. 11,46110405,10,5,10,62794.06302,0.062794063,159.250724,79.62536201,159.250724,383,-97.14477877,49.88143594,-097.14477877 49.88143594
384,Manitoba,46,2021S051246110406,4611,Division No. 11,46110406,25,15,5,79645.31652,0.079645317,313.8916523,188.3349914,62.77833046,384,-97.13977107,49.88232416,-097.13977107 49.88232416
385,Manitoba,46,2021S051246110407,4611,Division No. 11,46110407,10,5,10,68207.67954,0.06820768,146.6110571,73.30552855,146.6110571,385,-97.13941613,49.88065623,-097.13941613 49.88065623
386,Manitoba,46,2021S051246110408,4611,Division No. 11,46110408,15,10,5,417561.2891,0.417561289,35.92287023,23.94858015,11.97429008,386,-97.13733808,49.87815603,-097.13733808 49.87815603
387,Manitoba,46,2021S051246110409,4611,Division No. 11,46110409,15,5,10,57976.43378,0.057976434,258.7258136,86.24193787,172.4838757,387,-97.14226494,49.87756571,-097.14226494 49.87756571
388,Manitoba,46,2021S051246110410,4611,Division No. 11,46110410,5,0,5,62355.89047,0.06235589,80.1848865,0,80.1848865,388,-97.14585411,49.87634412,-097.14585411 49.87634412
389,Manitoba,46,2021S051246110411,4611,Division No. 11,46110411,10,5,5,80827.17661,0.080827177,123.7207635,61.86038174,61.86038174,389,-97.14552639,49.87455501,-097.14552639 49.87455501
390,Manitoba,46,2021S051246110412,4611,Division No. 11,46110412,5,0,5,105225.6556,0.105225656,47.51692893,0,47.51692893,390,-97.1439488,49.87275451,-097.14394880 49.87275451
391,Manitoba,46,2021S051246110413,4611,Division No. 11,46110413,15,10,5,40814.40977,0.04081441,367.5172588,245.0115059,122.5057529,391,-97.14860056,49.87291334,-097.14860056 49.87291334
392,Manitoba,46,2021S051246110414,4611,Division No. 11,46110414,20,10,15,92782.55594,0.092782556,215.5577608,107.7788804,161.6683206,392,-97.14744822,49.87106334,-097.14744822 49.87106334
393,Manitoba,46,2021S051246110415,4611,Division No. 11,46110415,25,5,20,153945.8935,0.153945893,162.3947183,32.47894365,129.9157746,393,-97.14707315,49.86846302,-097.14707315 49.86846302
394,Manitoba,46,2021S051246110416,4611,Division No. 11,46110416,30,15,20,438609.2893,0.438609289,68.39800417,34.19900208,45.59866945,394,-97.14917216,49.86295403,-097.14917216 49.86295403
395,Manitoba,46,2021S051246110417,4611,Division No. 11,46110417,20,15,10,106870.5692,0.106870569,187.1422615,140.3566961,93.57113074,395,-97.15379219,49.86534678,-097.15379219 49.86534678
396,Manitoba,46,2021S051246110418,4611,Division No. 11,46110418,20,15,5,155629.5845,0.155629585,128.5102705,96.38270284,32.12756761,396,-97.15365602,49.86180499,-097.15365602 49.86180499
397,Manitoba,46,2021S051246110419,4611,Division No. 11,46110419,20,5,10,136140.701,0.136140701,146.9068387,36.72670968,73.45341936,397,-97.15703933,49.85990119,-097.15703933 49.85990119
398,Manitoba,46,2021S051246110420,4611,Division No. 11,46110420,35,15,20,173204.909,0.173204909,202.0727946,86.60262625,115.4701683,398,-97.16079126,49.86261883,-097.16079126 49.86261883
399,Manitoba,46,2021S051246110421,4611,Division No. 11,46110421,25,5,20,248142.3312,0.248142331,100.7486304,20.14972607,80.59890429,399,-97.16392708,49.85811767,-097.16392708 49.85811767
400,Manitoba,46,2021S051246110422,4611,Division No. 11,46110422,15,5,5,80168.86832,0.080168868,187.1050486,62.36834952,62.36834952,400,-97.16577109,49.86043981,-097.16577109 49.86043981
401,Manitoba,46,2021S051246110423,4611,Division No. 11,46110423,25,5,20,120762.5583,0.120762558,207.0178071,41.40356143,165.6142457,401,-97.16953329,49.86005157,-097.16953329 49.86005157
402,Manitoba,46,2021S051246110424,4611,Division No. 11,46110424,40,20,20,209500.6253,0.209500625,190.9302177,95.46510884,95.46510884,402,-97.16795972,49.86352288,-097.16795972 49.86352288
